DECADE,@IMG,@TYPE_BG,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,BRANCH KEY,KEY TOTAL,SECONDARY TEAM,SECONDARY COUNT,SECONDARY 01,SECONDARY 02,SECONDARY 03,SECONDARY 04,SECONDARY 05,SECONDARY 06,SECONDARY 07,SECONDARY 08,SECONDARY 09,SECONDARY 10
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\067.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Floris Alkemade, Frans Blok, Gro Bonesmo, Abigail Hopkins, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Tate Modern,1994,Project,Competition,Museum / Gallery,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\071.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Gary Bates, Frans Blok, Cristophe Cornubert, Richard Eelman, Clement Gillet, Gaudi Houdaya, Michel Melenhorst, Christian Müller, Eric Schotte, Enno Stemerding, Boukje Trenning, Henrik Valeur, Luc Veeger, Jacques Vink, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Educatorium,1995,Project,Completed,Education,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\072.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Gary Bates, Frans Blok, Sarah Dun, Wilfried Hackenbroich, Fokke Moerel, Eric Schall, Heidi van der Wardt, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",H Project,1995,Project,Commissioned Study,Education,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\073.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Mathias Bauer, Frans Blok, Gro Bonesmo, Emanuelle Champalle, Minsuk Cho, Hans Cool, Christophe Cornubert, Vincent Coste, Otto Driesden, Chris van Duijn, Sarah Dun, Anthony Fontenot, Bill Gaskins, Wilfried Hackenbroich, Machteld Hendricks, Reiner Hermes, Matthias Hollwich, Andreas Huhn, Alex Karcher, Anna Kling, Niko Knebel, Christine Machynia, Jose Molmans, Sophie Morgense, Simone Nagel, Oleg Nikolaevski, Philip Oswalt, Rinske van Ramshorst, Joshua Ramus, Ole Scheeren, Sandra Schneider-Marfels, Charlotte Senly, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",MCA Masterplan,1995,Project,Design Development,Masterplan,True,Frans Blok,21,"[Christophe Cornubert, Matthias Hollwich, Ole Scheeren]",3,Christophe Cornubert,Matthias Hollwich,Ole Scheeren,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\080.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Retail.png,"[Matthias Bauer, Albert-Jan Berman, Petra Blaisse, Frans Blok, Minsuk Cho, Paul Engelen, Naomi Felder, Pim Felix, Esther Gonzalez, Luc Lévesque, James Luhur, Marcel van der Meijs, Floris van der Poel, Sanna Schuiling, Hans Werlemann, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Electronic Showroom,1996,Project,Commissioned Study,Retail,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\081.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Frans Blok, Xavier Calderón, Donald van Dansik, Kristjan Kaltenbach, Kohei Kashimoto, Luc Lévesque, Jose Molmans, Oleg Nikolaevski, Stijn Rademakers, Yo Yamagata, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hyperbuilding,1996,Project,Commissioned Study,Mixed use,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\083.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Theatre.png,"[Floris Alkemade, Tom Bergevoet, Frans Blok, Gro Bonesmo, Catherine Lassen, Christos Marcopoulos, Ole Scheeren, Sanna Schuiling, Enno Stemerding, Jeroen Thomas, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Luxor Theatre,1996,Project,Competition,Theatre,True,Frans Blok,21,[Ole Scheeren],1,Ole Scheeren,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\087.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Floris Alkemade, Gary Bates, Frans Blok, Gro Bonesmo, Xavier Calderón, Minsuk Cho, Thorsten Deckler, Sarah Dun, Wilfried Hackenbroich, Kohei Kashimoto, Mike Magner, Oleg Nikolaevski, Domenico Raimondo, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Togok Towers,1996,Project,Commissioned Study,Mixed use,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\088.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Floris Alkemade, Mathias Bauer, Frans Blok, Gro Bonesmo, Emanuelle Champalle, Minsuk Cho, Hans Cool, Christophe Cornubert, Vincent Coste, Otto Driesden, Chris van Duijn, Sarah Dun, Anthony Fontenot, Bill Gaskins, Wilfried Hackenbroich, Machteld Hendricks, Reiner Hermes, Matthias Hollwich, Andreas Huhn, Alex Karcher, Anna Kling, Niko Knebel, Christine Machynia, Jose Molmans, Sophie Morgense, Simone Nagel, Oleg Nikolaevski, Philip Oswalt, Joshua Prince-Ramus, Rinske van Ramshorst, Ole Scheeren, Sandra Schneider-Marfels, Charlotte Senly, Dan Wood, Olga Aleksakova, Eliot Bu, Xavier Calderón, Robert Choeff, Bert Karel Deuten, Keith Donnelley, Robert Donnelly, Chris van Duijn, Chris van Duijn, Sarah Dun, Mark Eacott, Piet Eckert, Erez Ella, Keren Engelman, Rogier van Est, Anne Filson, Adrianne Fisher, Adrianne Fisher, Bruce Fisher, Pedro Costa Gama, Mark Guinand, Wilfried Hackenbroich, Reinier Hermes, Matthias Hollwich, Jens Holm, Andreas Huhn, Anna Jacinto, Kohei Kashimoto, Anna Kling, Antti Lassila, Anna Little, Ellen van Loon, Rob de Maat, Beth Margulis, Mark McVay, Oliver Michell, Christian Müller, Shawn Mulligan, Oleg Nikolaevski, Daan Ooievaar, Ala Pratt, Bill Price, Bill Price, Joshua Prince-Ramus, Joshua Prince-Ramus, Markus Randler, Gerald Rogers, Fernando Romero, Erik Schotte, Florian Seidel, Shohei Shigematsu, Ann Shih, Peer Sievers, Isabel da Silva, Isabel da Silva, Galia Solomonoff, Ilkka Tarkkanen, Lucien Tinga, Olivier Touraine, Jan Vermeulen, Leonard Weil, Bernard Wolff, Dan Wood, Marco Zurn]",Universal Headquarters,1996,Project,Commissioned Study,Office,True,Frans Blok,21,"[Christophe Cornubert, Matthias Hollwich, Fernando Romero, Joshua Prince-Ramus, Erez Ella, Ole Scheeren]",6,Christophe Cornubert,Matthias Hollwich,Fernando Romero,Joshua Prince-Ramus,Erez Ella,Ole Scheeren,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\091.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Stephanie Bender, Frans Blok, Xavier Calderón, Grace SukChing Cheung, Donald van Dansik, Claudia Dias, Chris van Duijn, Tobias Fehr, Udo Garritzmann, Verena Haydin, Reiner Hermes, Young-Joon Kim, Andrea Marlia, Philip Oswalt, Jaakko van't Spijker, Dong Ky Than, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hanoi New Town Masterplan,1997,Project,Commissioned Study,Masterplan,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\096.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office/Retail.png,"[Frans Blok, Robert Choeff, Matthias Hollwich, Krystyan Keck, Rombout Loman, Fernando Romero, Erik Schotte, Oliver Schütte, Julien De Smedt, Barbara Wolff, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Haus Um Die Schenkung,1998,Project,Competition,Office/Retail,True,Frans Blok,21,"[Matthias Hollwich, Fernando Romero, Julien De Smedt]",3,Matthias Hollwich,Fernando Romero,Julien De Smedt,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\099.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Research.png,"[Frans Blok, Bert Karel Deuten, Reinier de Graaf, Jens Hommert, Adam Kurdahl, Anna Little, Matteo Poli, Stijn Rademakers, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Schiphols,1998,Project,Commissioned Study,Research,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\105.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Frans Blok, Hans Focketyn, Govert Gerritsen, Andreas Huhn, Ben Jacquemet, Emanuele Mattutini, Shohei Shigematsu, Ron Southwick, Beatrice Timm, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Havas Siege Sociale,1999,Project,Competition,Office,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\107.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Frans Blok, Bob Choeff, Pauline van Gulik, Matthias Hollwich, Jenny Jones, Krystyan Keck, Rombout Loman, Kristina Manis, Natasha Sandmeier, Erik Schotte, Oliver Schütte, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Philips,1999,Project,Competition,Masterplan,True,Frans Blok,21,[Matthias Hollwich],1,Matthias Hollwich,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\150.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Theatre.png,"[Frans Blok, Bart Cardinaal, Rob Hilz, Jan Kooijman, Christos Marcopoulos, Fokke Moerel, Don Weber, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Het Paard van Troje,2003,Project,Completed,Theatre,True,Frans Blok,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\151.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Sarah Dun, Anne Filson, Jeffrey Johnson, Kristina Manis, Gary Bates, Frans Blok, Gro Bonesmo, Eliot Bu, Becca Dudley, Martin Felsen, Adrianne Fisher, Bruce Fisher, Christina Fuchs, Laura Gilmore, Uwe Herlyn, Matthias Hollwich, Krystyan Keck, Adam Kurdahl, Vanessa de Assis Lamounier, Julien Monfort, Christian Müller, Kate Orff, Matteo Poli, Joshua Prince-Ramus, Fernando Romero, Julien De Smedt, Tuomas Toivonen, Angela van der Zee, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",IIT McCormick Tribune Campus Center,2003,Project,Completed,Education,True,Frans Blok,21,"[Matthias Hollwich, Fernando Romero, Joshua Prince-Ramus, Julien De Smedt]",4,Matthias Hollwich,Fernando Romero,Joshua Prince-Ramus,Julien De Smedt,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\172.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Infrastructure.png,"[Hernando Arrazola, Juliette Bekkering, Frans Blok, Rients Dijkstra, Jeanne Gang, Udo Garritzmann, Douglas Grieco, René Heijnen, Fuminori Hoshino, Winy Maas, Ray Maggiore, Farshid Moussavi, Miguel Rodriguez-Casellas, Karolien de Schepper, Enno Stemerding, Hiroki Sugiyama, Willem Timmer, Tom Tulloch, Yushi Uehara, Jacques Vink, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Souterrain Tram Tunnel,2004,Project,Completed,Infrastructure,True,Frans Blok,21,"[Yushi Uehara, Winy Maas, Farshid Moussavi, Rients Dijkstra, Juliette Bekkering, Jeanne Gang]",6,Yushi Uehara,Winy Maas,Farshid Moussavi,Rients Dijkstra,Juliette Bekkering,Jeanne Gang,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\183.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Kunle Adeyemi, George Bucher, Shiro Ogata, Roberto Otero, Pilar Armand-Ugón, Emese Barcosi, Frans Blok, George Bucher, Rodrigo Nunèz Carrasco, Isabel Casanellas, Minsuk Cho, Wim Eckert, Piet Eckert, Rodney Eggleston, Anthony Fontenot, Natacha Fricout, Jeremy Godenir, Andreas Huhn, Antonis Karides, Young Joon Kim, Rob de Maat, Shiro Ogata, Philip Oswalt, Roberto Otero, Tae Hong Park, Rodrigo Patricio, Matteo Poli, Sabine Schaaf, Isabel da Silva, Don Weber, Steffi Wedde, Camia Young, Daniela Zimmer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Seoul National University Museum Of Art,2005,Project,Completed,Museum / Gallery,True,Frans Blok,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\088.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Floris Alkemade, Mathias Bauer, Frans Blok, Gro Bonesmo, Emanuelle Champalle, Minsuk Cho, Hans Cool, Christophe Cornubert, Vincent Coste, Otto Driesden, Chris van Duijn, Sarah Dun, Anthony Fontenot, Bill Gaskins, Wilfried Hackenbroich, Machteld Hendricks, Reiner Hermes, Matthias Hollwich, Andreas Huhn, Alex Karcher, Anna Kling, Niko Knebel, Christine Machynia, Jose Molmans, Sophie Morgense, Simone Nagel, Oleg Nikolaevski, Philip Oswalt, Joshua Prince-Ramus, Rinske van Ramshorst, Ole Scheeren, Sandra Schneider-Marfels, Charlotte Senly, Dan Wood, Olga Aleksakova, Eliot Bu, Xavier Calderón, Robert Choeff, Bert Karel Deuten, Keith Donnelley, Robert Donnelly, Chris van Duijn, Chris van Duijn, Sarah Dun, Mark Eacott, Piet Eckert, Erez Ella, Keren Engelman, Rogier van Est, Anne Filson, Adrianne Fisher, Adrianne Fisher, Bruce Fisher, Pedro Costa Gama, Mark Guinand, Wilfried Hackenbroich, Reinier Hermes, Matthias Hollwich, Jens Holm, Andreas Huhn, Anna Jacinto, Kohei Kashimoto, Anna Kling, Antti Lassila, Anna Little, Ellen van Loon, Rob de Maat, Beth Margulis, Mark McVay, Oliver Michell, Christian Müller, Shawn Mulligan, Oleg Nikolaevski, Daan Ooievaar, Ala Pratt, Bill Price, Bill Price, Joshua Prince-Ramus, Joshua Prince-Ramus, Markus Randler, Gerald Rogers, Fernando Romero, Erik Schotte, Florian Seidel, Shohei Shigematsu, Ann Shih, Peer Sievers, Isabel da Silva, Isabel da Silva, Galia Solomonoff, Ilkka Tarkkanen, Lucien Tinga, Olivier Touraine, Jan Vermeulen, Leonard Weil, Bernard Wolff, Dan Wood, Marco Zurn]",Universal Headquarters,1996,Project,Commissioned Study,Office,True,Shohei Shigematsu,21,"[Christophe Cornubert, Matthias Hollwich, Fernando Romero, Joshua Prince-Ramus, Erez Ella, Ole Scheeren]",6,Christophe Cornubert,Matthias Hollwich,Fernando Romero,Joshua Prince-Ramus,Erez Ella,Ole Scheeren,,,,
