DECADE,IMPORTANCE,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,TEAM_01,TEAM_02,TEAM_03,TEAM_04,TEAM_05,TEAM_06,TEAM_07,TEAM_08,TEAM_09,TEAM_10,TEAM_11,TEAM_12,TEAM_13,TEAM_14,TEAM_15,TEAM_16,TEAM_17,TEAM_18,TEAM_19,TEAM_20,TEAM_21,TEAM_22,TEAM_23,TEAM_24,TEAM_25,TEAM_26,TEAM_27,TEAM_28,TEAM_29,TEAM_30,TEAM_31,TEAM_32,TEAM_33,TEAM_34,TEAM_35,TEAM_36,TEAM_37,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,BRANCH KEY,KEY LIST,KEY TOTAL
2000s,0.0,"['Shohei Shigematsu', 'Fernando Donis', 'Rodney Eggleston', 'Alain Fouraux', 'Thomas von Girsewald', 'Filip Rem', 'Hiromasa Shirai', 'Michael Smith', 'Steffi Wedde', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Idea Vertical Campus,2004,Project,Competition,Education,True,Shohei Shigematsu,Fernando Donis,Rodney Eggleston,Alain Fouraux,Thomas von Girsewald,Filip Rem,Hiromasa Shirai,Michael Smith,Steffi Wedde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.0,"['Shohei Shigematsu', 'Berit Bessell', 'Cl\xc3\xa9ment Blanchet', 'Catarina Canas', 'Jin Chong', 'Joao Bravo da Costa', 'Marieke Kums', 'Michelle Liu', 'Xiaodong Liu', 'Michael Smith', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",National Museum of China,2004,Project,Competition,Museum / Gallery,True,Shohei Shigematsu,Berit Bessell,Clément Blanchet,Catarina Canas,Jin Chong,Joao Bravo da Costa,Marieke Kums,Michelle Liu,Xiaodong Liu,Michael Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.333333333333,"['Nicolas Firket', 'Michelle Liu', 'Kayoko Ota', 'Shohei Shigematsu', 'Jorgen Skogomo', 'Michael Smith', 'Eriko Watanbe', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Waist Down,2004,Project,Completed,Exhibition,True,Nicolas Firket,Michelle Liu,Kayoko Ota,Shohei Shigematsu,Jorgen Skogomo,Michael Smith,Eriko Watanbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.0,"['Markus Dettling', 'Beth Hughes', 'Floris Alkemade', 'Filipe Balestra', 'Thibaut Barrault', 'Joshua Beck', 'Cl\xc3\xa9ment Blanchet', 'Christian Brimmer', 'Annalisa Castorri', 'Claire Destrebecq', 'Frank Eittorf', 'Benedicte Erritzoe', 'Nicolas Firket', 'Adam Frampton', 'Stamatis Giannikis', 'Andrew Griffin', 'Joyce Hsiang', 'Pieter Janssens', 'Pascal Lestringant', 'Joana Da Rocha S\xc3\xa1 Lima', 'Anna Little', 'Mee Michelle Liu', 'Jason Long', 'Rob de Maat', 'Ben Milbourne', 'Anne Moerman', 'David Eugin Moon', 'Matthew Logan Murphy', 'Charles Peronin', 'Stefanie Rack', 'Alexander Reichert', 'Richard Sharam', 'Shohei Shigematsu', 'Jin Song', 'Leo Stevens', 'Christin Svensson', 'Felix T\xc3\xb6nis', 'Laurent Troost', 'Boris Vapne', 'Minoru Watanabe', 'Claudia Wolsfeld', 'Camia Young', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",White City,2004,Project,Competition,Masterplan,True,Markus Dettling,Beth Hughes,Floris Alkemade,Filipe Balestra,Thibaut Barrault,Joshua Beck,Clément Blanchet,Christian Brimmer,Annalisa Castorri,Claire Destrebecq,Frank Eittorf,Benedicte Erritzoe,Nicolas Firket,Adam Frampton,Stamatis Giannikis,Andrew Griffin,Joyce Hsiang,Pieter Janssens,Pascal Lestringant,Joana Da Rocha Sá Lima,Anna Little,Mee Michelle Liu,Jason Long,Rob de Maat,Ben Milbourne,Anne Moerman,David Eugin Moon,Matthew Logan Murphy,Charles Peronin,Stefanie Rack,Alexander Reichert,Richard Sharam,Shohei Shigematsu,Jin Song,Leo Stevens,Christin Svensson,Felix Tönis,Laurent Troost,Boris Vapne,Minoru Watanabe,Claudia Wolsfeld,Camia Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.333333333333,"['Kees van Casteren', 'Rob de Maat', 'Olga Aleksakova', 'Juliette Bekkering', 'Bina Bhattacharya', 'Bart Cardinaal', 'Markus Dettling', 'Rob Hilz', 'Philip Koenen', 'Karen Shanski', 'Shohei Shigematsu', 'Mark Watanabe', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Almere Masterplan,2005,Project,Completed,Masterplan,True,Kees van Casteren,Rob de Maat,Olga Aleksakova,Juliette Bekkering,Bina Bhattacharya,Bart Cardinaal,Markus Dettling,Rob Hilz,Philip Koenen,Karen Shanski,Shohei Shigematsu,Mark Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.0,"['Reinier de Graaf', 'Shohei Shigematsu', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Baltic Pearl,2005,Project,Competition,Masterplan,True,Reinier de Graaf,Shohei Shigematsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.333333333333,"['Reinier de Graaf', 'Olga Aleksakova', 'Filipe Balestra', 'Berit Bessell', 'Hans Christian Bock', 'Anya Bokov', 'Annalisa Castorri', 'Benjamin Clarens', 'Ana Dijk', 'Fernando Donis', 'Michal Gdak', 'Jeremy Godenir', 'Gustavo Guimar\xc3\xa3es', 'Beth Hughes', 'Julius Kranefuss', 'Olga Krutjak', 'Alexey Levchuk', 'Felix Madrazo', 'Miho Mazereeuw', 'Brendan McGetrick', 'Ben Milbourne', 'Konstantinos Pantazis', 'Stefi Rack', 'Beatriz Ramo', 'Jenss Ramona', 'Todd Reisz', 'Marianna Rentzou', 'Mendel Robbers', 'Nanne de Ru', 'Shohei Shigematsu', 'Anastacia Smirnova', 'Michael Smith', 'Alexander Sverdlov', 'Laurent Troost', 'Stephen Wang', 'Richard Wang', 'Claudia Wolsfeld', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hermitage Museum,2005,Project,Completed,Research,True,Reinier de Graaf,Olga Aleksakova,Filipe Balestra,Berit Bessell,Hans Christian Bock,Anya Bokov,Annalisa Castorri,Benjamin Clarens,Ana Dijk,Fernando Donis,Michal Gdak,Jeremy Godenir,Gustavo Guimarães,Beth Hughes,Julius Kranefuss,Olga Krutjak,Alexey Levchuk,Felix Madrazo,Miho Mazereeuw,Brendan McGetrick,Ben Milbourne,Konstantinos Pantazis,Stefi Rack,Beatriz Ramo,Jenss Ramona,Todd Reisz,Marianna Rentzou,Mendel Robbers,Nanne de Ru,Shohei Shigematsu,Anastacia Smirnova,Michael Smith,Alexander Sverdlov,Laurent Troost,Stephen Wang,Richard Wang,Claudia Wolsfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.0,"['Shohei Shigematsu', 'Chris van Duijn', 'Tanner Merkeley', 'Kengo Skorick', 'Michael Smith', 'Suzannah Waldron', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Epicenter London,2005,Project,Commissioned Study,Retail,True,Shohei Shigematsu,Chris van Duijn,Tanner Merkeley,Kengo Skorick,Michael Smith,Suzannah Waldron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.0,"['Shohei Shigematsu', 'Joshua Beck', 'Berit Bessell', 'Jo\xc3\xa3o Bravo da Costa', 'Levent Kerimol', 'Mee Michelle Liu', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Epicenter Shanghai,2005,Project,Commissioned Study,Retail,True,Shohei Shigematsu,Joshua Beck,Berit Bessell,João Bravo da Costa,Levent Kerimol,Mee Michelle Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.333333333333,"['Shohei Shigematsu', 'Margaret Arbanas', 'Tomek Bartczak', 'Chun Yue Chiu', 'Jan Dechow', 'Duncan Flemington', 'Adam Frampton', 'Ludwig Godefroy', 'Alasdair Graham', 'Richard Hollington', 'Jin Hong Jeon', 'Simon de Jong', 'Klaas Kresse', 'Jang Hwan Lee', 'Javier Mu\xc3\xb1oz', 'Jung Hwan Park', 'Ian Robertson', 'Martin Schliefer', 'Torsten Schr\xc3\xb6der', 'Jesse Seegers', 'Noah Shepherd', 'Kengo Skorick', 'Christin Svensson', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",111 First Street,2006,Project,Design Development,Mixed use,True,Shohei Shigematsu,Margaret Arbanas,Tomek Bartczak,Chun Yue Chiu,Jan Dechow,Duncan Flemington,Adam Frampton,Ludwig Godefroy,Alasdair Graham,Richard Hollington,Jin Hong Jeon,Simon de Jong,Klaas Kresse,Jang Hwan Lee,Javier Muñoz,Jung Hwan Park,Ian Robertson,Martin Schliefer,Torsten Schröder,Jesse Seegers,Noah Shepherd,Kengo Skorick,Christin Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
2000s,0.0,"['Ellen van Loon', 'Stine Avlund', 'Christina Beaumont', 'Anders Berensson', 'Andrea Bertassi', 'Anders Esko-Nielsen', 'Mariano Sagasta Garcia', 'Katharina Gerlach', 'Carlos Garc\xc3\xada Gonz\xc3\xa1lez', 'Beth Hughes', 'Johannes Kohnle', 'Henrike Kortemeyer', 'Anna Little', 'Javier Mu\xc3\xb1oz', 'Cristina Cassandra Murphy', 'Mauro Parravicini', 'Todd Reisz', 'Maurizio Scarciglia', 'Shohei Shigematsu', 'Lorenzo Vianello', 'Hilbrand Wanders', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zaragoza Museum of Fine Arts,2006,Project,Competition,Museum / Gallery,True,Ellen van Loon,Stine Avlund,Christina Beaumont,Anders Berensson,Andrea Bertassi,Anders Esko-Nielsen,Mariano Sagasta Garcia,Katharina Gerlach,Carlos García González,Beth Hughes,Johannes Kohnle,Henrike Kortemeyer,Anna Little,Javier Muñoz,Cristina Cassandra Murphy,Mauro Parravicini,Todd Reisz,Maurizio Scarciglia,Shohei Shigematsu,Lorenzo Vianello,Hilbrand Wanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shohei Shigematsu,Projects-05,21
