DECADE,IMPORTANCE,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,TEAM_01,TEAM_02,TEAM_03,TEAM_04,TEAM_05,TEAM_06,TEAM_07,TEAM_08,TEAM_09,TEAM_10,TEAM_11,TEAM_12,TEAM_13,TEAM_14,TEAM_15,TEAM_16,TEAM_17,TEAM_18,TEAM_19,TEAM_20,TEAM_21,TEAM_22,TEAM_23,TEAM_24,TEAM_25,TEAM_26,TEAM_27,TEAM_28,TEAM_29,TEAM_30,TEAM_31,TEAM_32,TEAM_33,TEAM_34,TEAM_35,TEAM_36,TEAM_37,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,BRANCH KEY,KEY LIST
1990s,0.0,"['Vincent Coste', 'Donald van Dansik', 'Adrianne Fisher', 'Matthias Hollwich', 'Adam Kurdahl', 'Joshua Ramus', 'Isabel da Silva', 'Julien De Smedt', 'Hanna Svensson', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Genoa Port,1997,Project,Competition,Masterplan,True,Vincent Coste,Donald van Dansik,Adrianne Fisher,Matthias Hollwich,Adam Kurdahl,Joshua Ramus,Isabel da Silva,Julien De Smedt,Hanna Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julien De Smedt,Generation-02
1990s,0.333333333333,"['Floris Alkemade', 'Gary Bates', 'Donald van Dansik', 'Richard Eelman', 'Christos Marcopoulos', 'Sanna Schuiling', 'Isabel da Silva', 'Julien De Smedt', 'Adam Smit', ""Jaakko van't Spijker"", nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Papendorp,1997,Project,Completed,Masterplan,True,Floris Alkemade,Gary Bates,Donald van Dansik,Richard Eelman,Christos Marcopoulos,Sanna Schuiling,Isabel da Silva,Julien De Smedt,Adam Smit,Jaakko van't Spijker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julien De Smedt,Generation-02
1990s,0.0,"['Frans Blok', 'Robert Choeff', 'Matthias Hollwich', 'Krystyan Keck', 'Rombout Loman', 'Fernando Romero', 'Erik Schotte', 'Oliver Sch\xc3\xbctte', 'Julien De Smedt', 'Barbara Wolff', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Haus Um Die Schenkung,1998,Project,Competition,Office/Retail,True,Frans Blok,Robert Choeff,Matthias Hollwich,Krystyan Keck,Rombout Loman,Fernando Romero,Erik Schotte,Oliver Schütte,Julien De Smedt,Barbara Wolff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julien De Smedt,Generation-02
1990s,0.0,"['Gary Bates', 'Gary Bates', 'Donald van Dansik', 'Chris van Duijn', 'Matthias Hollwich', 'Walter Hoogerwerf', 'Bjarke Ingels', 'Joshua Ramus', 'Joshua Ramus', 'Stephan Schoeller', 'Colin Seah', 'Isabel da Silva', 'Julien De Smedt', 'Galia Solomonoff', 'Hanna Svensson', 'Maarten Weers', 'Hans Werlemann', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Tenerife Link Quay,1998,Project,Competition,Masterplan,True,Gary Bates,Gary Bates,Donald van Dansik,Chris van Duijn,Matthias Hollwich,Walter Hoogerwerf,Bjarke Ingels,Joshua Ramus,Joshua Ramus,Stephan Schoeller,Colin Seah,Isabel da Silva,Julien De Smedt,Galia Solomonoff,Hanna Svensson,Maarten Weers,Hans Werlemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julien De Smedt,Generation-02
2000s,0.333333333333,"['Dan Wood', 'Eric Chang', 'Matthias Hollwich', 'Thorsten Kiefer', 'Casey Mack', 'Will Prince', 'Julien De Smedt', 'Sybille W\xc3\xa4lty', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Brooklyn Academy of Music,2000,Project,Commissioned Study,Mixed use,True,Dan Wood,Eric Chang,Matthias Hollwich,Thorsten Kiefer,Casey Mack,Will Prince,Julien De Smedt,Sybille Wälty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julien De Smedt,Generation-02
2000s,0.333333333333,"['Sarah Dun', 'Anne Filson', 'Jeffrey Johnson', 'Kristina Manis', 'Gary Bates', 'Frans Blok', 'Gro Bonesmo', 'Eliot Bu', 'Becca Dudley', 'Martin Felsen', 'Adrianne Fisher', 'Bruce Fisher', 'Christina Fuchs', 'Laura Gilmore', 'Uwe Herlyn', 'Matthias Hollwich', 'Krystyan Keck', 'Adam Kurdahl', 'Vanessa de Assis Lamounier', 'Julien Monfort', 'Christian M\xc3\xbcller', 'Kate Orff', 'Matteo Poli', 'Joshua Prince-Ramus', 'Fernando Romero', 'Julien De Smedt', 'Tuomas Toivonen', 'Angela van der Zee', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",IIT McCormick Tribune Campus Center,2003,Project,Completed,Education,True,Sarah Dun,Anne Filson,Jeffrey Johnson,Kristina Manis,Gary Bates,Frans Blok,Gro Bonesmo,Eliot Bu,Becca Dudley,Martin Felsen,Adrianne Fisher,Bruce Fisher,Christina Fuchs,Laura Gilmore,Uwe Herlyn,Matthias Hollwich,Krystyan Keck,Adam Kurdahl,Vanessa de Assis Lamounier,Julien Monfort,Christian Müller,Kate Orff,Matteo Poli,Joshua Prince-Ramus,Fernando Romero,Julien De Smedt,Tuomas Toivonen,Angela van der Zee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julien De Smedt,Generation-02
2000s,0.333333333333,"['Gro Bonesmo', 'Michelle Howard', 'Erik Schotte', 'Stan Aarts', 'Mette Bos', 'Robert Choeff', 'Paolo Costa', 'Anne Filson', 'Adrianne Fisher', 'Bruce Fisher', 'Udo Garritzmann', 'Marc Guinand', 'Annick Hess', 'Matthias Hollwich', 'Jenny Jones', 'Thomas Kolbasenko', 'Adam Kurdahl', 'Antti Lassila', 'Anu Leinonen', 'Nils Lindhorst', 'Rombout Loman', 'Susanne Manthey', 'Beth Margulis', 'Christian M\xc3\xbcller', 'Daan Ooievaar', 'Bill Price', 'Tammo Prinz', 'Shadi Rahbaran', 'Fernando Romero', 'Christiane Sauer', 'Oliver Sch\xc3\xbctte', 'Julien De Smedt', 'Felix Thoma', 'Katrin Thorhauer', 'Carolus Traenkner', 'Moritz von Voss', 'Barbara Wolff', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Netherlands Embassy,2003,Project,Completed,Office,True,Gro Bonesmo,Michelle Howard,Erik Schotte,Stan Aarts,Mette Bos,Robert Choeff,Paolo Costa,Anne Filson,Adrianne Fisher,Bruce Fisher,Udo Garritzmann,Marc Guinand,Annick Hess,Matthias Hollwich,Jenny Jones,Thomas Kolbasenko,Adam Kurdahl,Antti Lassila,Anu Leinonen,Nils Lindhorst,Rombout Loman,Susanne Manthey,Beth Margulis,Christian Müller,Daan Ooievaar,Bill Price,Tammo Prinz,Shadi Rahbaran,Fernando Romero,Christiane Sauer,Oliver Schütte,Julien De Smedt,Felix Thoma,Katrin Thorhauer,Carolus Traenkner,Moritz von Voss,Barbara Wolff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julien De Smedt,Generation-02
